Datetime,mem
45:10.4,4530
45:40.5,4530
46:10.4,4530
46:40.5,4530
47:10.4,4529
47:40.5,4529
48:10.4,4526
48:40.5,4529
49:10.4,4526
49:40.5,4528
50:10.5,4524
50:40.5,4523
51:10.5,4530
51:40.5,4530
52:10.5,4530
52:40.5,4530
53:10.5,4530
53:40.5,4530
54:10.5,4529
54:40.5,4529
55:10.5,4529
55:40.5,4529
56:10.5,4529
56:40.5,4529
57:10.5,4529
57:40.5,4529
58:10.5,4529
58:40.5,4528
59:10.5,4529
59:40.5,4528
00:10.5,4530
00:40.5,4530
01:10.5,4529
01:40.5,4528
02:10.5,4529
02:40.5,4529
03:10.5,4528
03:40.5,4528
04:10.5,4528
04:40.5,4527
05:10.5,4528
05:40.5,4527
06:10.5,4527
06:40.5,4529
07:10.5,4529
07:40.5,4529
08:10.5,4529
08:40.5,4529
09:10.5,4529
09:40.5,4529
10:10.5,4529
10:40.5,4529
11:10.5,4528
11:40.5,4528
12:10.5,4528
12:40.5,4528
13:10.5,4528
13:40.5,4528
14:10.5,4528
14:40.5,4528
15:10.5,4527
15:40.5,4528
16:10.5,4527
16:40.5,4527
17:10.5,4527
17:40.5,4527
18:10.5,4527
18:40.5,4527
19:10.5,4527
19:40.5,4526
20:10.5,4527
20:40.5,4528
21:10.5,4528
21:40.5,4528
22:10.5,4527
22:40.5,4527
23:10.5,4526
23:40.5,4526
24:10.5,4527
24:40.5,4529
25:10.5,4528
25:40.5,4528
26:10.5,4528
26:40.5,4528
27:10.5,4528
27:40.5,4528
28:10.5,4528
28:40.5,4528
29:10.5,4528
29:40.5,4527
30:10.5,4528
30:40.5,4528
31:10.5,4527
31:40.5,4527
32:10.5,4527
32:40.5,4528
33:10.5,4527
33:40.5,4527
34:10.5,4527
34:40.5,4527
35:10.5,4527
35:40.5,4526
36:10.5,4526
36:40.5,4523
37:10.5,4526
37:40.5,4523
38:10.5,4526
38:40.5,4524
39:10.6,4523
39:40.5,4520
40:10.5,4520
40:40.5,4525
41:10.5,4526
41:40.5,4526
42:10.6,4526
42:40.5,4525
43:10.5,4524
43:40.5,4524
44:10.6,4524
44:40.5,4525
45:10.6,4524
45:40.5,4524
46:10.6,4524
46:40.5,4524
47:10.6,4524
47:40.5,4525
48:10.6,4525
48:40.5,4525
49:10.6,4525
49:40.5,4525
50:10.6,4527
50:40.5,4526
51:10.6,4526
51:40.5,4525
52:10.6,4525
52:40.5,4525
53:10.6,4525
53:40.5,4525
54:10.6,4525
54:40.5,4524
55:10.6,4525
55:40.6,4525
56:10.6,4526
56:40.6,4527
57:10.6,4527
57:40.6,4526
58:10.6,4527
58:40.6,4527
59:10.6,4526
59:40.6,4525
00:10.6,4526
00:40.6,4525
01:10.6,4526
01:40.6,4525
02:10.6,4525
02:40.6,4525
03:10.6,4526
03:40.6,4526
04:10.6,4525
04:40.6,4525
05:10.6,4525
05:40.6,4525
06:10.6,4525
06:40.6,4525
07:10.6,4525
07:40.6,4525
08:10.6,4525
08:40.6,4525
09:10.6,4525
09:40.6,4525
10:10.6,4525
10:40.6,4525
11:10.6,4524
11:40.6,4523
12:10.6,4523
12:40.6,4520
13:10.6,4526
13:40.6,4525
14:10.6,4525
14:40.6,4525
15:10.6,4525
15:40.6,4524
16:10.6,4524
16:40.6,4524
17:10.6,4524
17:40.6,4524
18:10.6,4524
18:40.6,4524
19:10.6,4524
19:40.6,4524
20:10.6,4524
20:40.6,4524
21:10.6,4523
21:40.6,4523
22:10.6,4520
22:40.6,4523
23:10.6,4520
23:40.6,4521
24:10.6,4518
24:40.6,4517
25:10.6,4524
25:40.6,4524
26:10.6,4524
26:40.6,4524
27:10.6,4524
27:40.6,4524
28:10.6,4523
28:40.6,4524
29:10.6,4523
29:40.6,4524
30:10.6,4525
30:40.6,4525
31:10.6,4525
31:40.6,4525
32:10.6,4525
32:40.6,4525
33:10.6,4525
33:40.6,4525
34:10.6,4525
34:40.6,4525
35:10.6,4524
35:40.6,4524
36:10.6,4523
36:40.6,4523
37:10.6,4523
37:40.6,4523
38:10.6,4523
38:40.6,4522
39:10.6,4522
39:40.6,4522
40:10.6,4525
40:40.6,4525
41:10.6,4525
41:40.6,4525
42:10.6,4525
42:40.6,4525
43:10.6,4524
43:40.6,4525
44:10.7,4525
44:40.6,4525
45:10.6,4525
45:40.6,4525
46:10.6,4525
46:40.6,4525
47:10.7,4525
47:40.6,4524
48:10.6,4524
48:40.6,4524
49:10.7,4524
49:40.6,4524
50:10.6,4524
50:40.6,4522
51:10.6,4523
51:40.6,4523
52:10.7,4523
52:40.6,4523
53:10.6,4522
53:40.6,4522
54:10.7,4522
54:40.6,4523
55:10.7,4523
55:40.6,4523
56:10.7,4523
56:40.6,4523
57:10.7,4523
57:40.6,4523
58:10.7,4523
58:40.6,4523
59:10.7,4522
59:40.6,4524
00:10.7,4524
00:40.6,4523
01:10.7,4524
01:40.6,4523
02:10.7,4524
02:40.6,4523
03:10.7,4523
03:40.7,4522
04:10.7,4522
04:40.7,4522
05:10.7,4522
05:40.7,4522
06:10.7,4521
06:40.7,4518
07:10.7,4521
07:40.7,4520
08:10.7,4521
08:40.7,4517
09:10.7,4520
09:40.7,4513
10:10.7,4515
10:40.7,4523
11:10.7,4523
11:40.7,4523
12:10.7,4523
12:40.7,4523
13:10.7,4523
13:40.7,4523
14:10.7,4523
14:40.7,4523
15:10.7,4523
15:40.7,4522
16:10.7,4522
16:40.7,4522
17:10.7,4523
17:40.7,4522
18:10.7,4522
18:40.7,4523
19:10.7,4523
19:40.7,4522
20:10.7,4522
20:40.7,4521
21:10.7,4521
21:40.7,4521
22:10.7,4520
22:40.7,4520
23:10.7,4519
23:40.7,4520
24:10.7,4519
24:40.7,4518
25:10.7,4521
25:40.7,4521
26:10.7,4521
26:40.7,4521
27:10.7,4521
27:40.7,4521
28:10.7,4521
28:40.7,4520
29:10.7,4520
29:40.7,4520
30:10.7,4521
30:40.7,4522
31:10.7,4521
31:40.7,4521
32:10.7,4522
32:40.7,4522
33:10.7,4521
33:40.7,4522
34:10.7,4521
34:40.7,4521
35:10.7,4522
35:40.7,4521
36:10.7,4522
36:40.7,4520
37:10.7,4521
37:40.7,4521
38:10.7,4521
38:40.7,4522
39:10.7,4520
39:40.7,4520
40:10.7,4520
40:40.7,4519
41:10.7,4519
41:40.7,4521
42:10.7,4521
42:40.7,4521
43:10.7,4521
43:40.7,4521
44:10.7,4521
44:40.7,4522
45:10.7,4521
45:40.7,4521
46:10.7,4521
46:40.7,4521
47:10.7,4520
47:40.7,4520
48:10.7,4520
48:40.7,4520
49:10.7,4520
49:40.7,4521
50:10.7,4521
50:40.7,4521
51:10.7,4521
51:40.7,4521
52:10.7,4520
52:40.7,4520
53:10.7,4519
53:40.7,4519
54:10.7,4516
54:40.7,4519
55:10.7,4516
55:40.7,4519
56:10.7,4516
56:40.7,4517
57:10.7,4511
57:40.8,4513
58:10.7,4520
58:40.8,4520
59:10.7,4521
59:40.7,4520
00:10.7,4521
00:40.8,4521
01:10.7,4521
01:40.8,4521
02:10.7,4521
02:40.8,4521
03:10.7,4521
03:40.8,4521
04:10.7,4521
04:40.8,4521
05:10.8,4521
05:40.7,4521
06:10.8,4521
06:40.8,4521
07:10.8,4521
07:40.8,4521
08:10.8,4520
08:40.8,4520
09:10.8,4519
09:40.8,4519
10:10.8,4519
10:40.8,4519
11:10.8,4518
11:40.8,4518
12:10.8,4518
12:40.8,4518
13:10.8,4518
13:40.8,4516
14:10.8,4517
14:40.8,4519
15:10.8,4519
15:40.8,4519
16:10.8,4519
16:40.8,4519
17:10.8,4519
17:40.8,4519
18:10.8,4519
18:40.8,4519
19:10.8,4519
19:40.8,4520
20:10.8,4520
20:40.8,4520
21:10.8,4520
21:40.8,4520
22:10.8,4520
22:40.8,4520
23:10.8,4520
23:40.8,4520
24:10.8,4519
24:40.8,4520
25:10.8,4519
25:40.8,4519
26:10.8,4518
26:40.8,4518
27:10.8,4518
27:40.8,4517
28:10.8,4517
28:40.8,4517
29:10.8,4517
29:40.8,4517
30:10.8,4517
30:40.8,4517
31:10.8,4516
31:40.8,4518
32:10.8,4518
32:40.8,4518
33:10.8,4518
33:40.8,4517
34:10.8,4518
34:40.8,4517
35:10.8,4517
35:40.8,4518
36:10.8,4517
36:40.8,4517
37:10.8,4517
37:40.8,4517
38:10.8,4517
38:40.8,4517
39:10.8,4517
39:40.8,4517
40:10.8,4519
40:40.8,4518
41:10.8,4518
41:40.8,4518
42:10.8,4519
42:40.8,4518
43:10.8,4517
43:40.8,4514
44:10.8,4517
44:40.8,4514
45:10.8,4517
45:40.8,4513
46:10.8,4513
46:40.8,4509
47:10.8,4518
47:40.8,4518
48:10.8,4519
48:40.8,4518
49:10.8,4519
49:40.8,4519
50:10.8,4519
50:40.8,4519
51:10.8,4519
51:40.8,4519
52:10.8,4519
52:40.8,4518
53:10.8,4519
53:40.8,4519
54:10.8,4518
54:40.8,4518
55:10.8,4519
55:40.8,4518
56:10.8,4519
56:40.8,4518
57:10.8,4517
57:40.8,4517
58:10.8,4517
58:40.8,4517
59:10.8,4517
59:40.9,4516
00:10.8,4516
00:40.9,4515
01:10.8,4515
01:40.8,4517
02:10.8,4517
02:40.8,4517
03:10.8,4517
03:40.8,4517
04:10.8,4517
04:40.9,4517
05:10.8,4518
05:40.9,4518
06:10.8,4518
06:40.9,4518
07:10.8,4518
07:40.9,4518
08:10.8,4518
08:40.9,4518
09:10.8,4518
09:40.9,4518
10:10.8,4517
10:40.9,4517
11:10.9,4518
11:40.9,4517
12:10.8,4516
12:40.9,4516
13:10.9,4515
13:40.9,4516
14:10.9,4515
14:40.9,4514
15:10.9,4514
15:40.9,4514
16:10.9,4516
16:40.9,4517
17:10.9,4515
17:40.9,4516
18:10.9,4516
18:40.9,4516
19:10.9,4516
19:40.9,4516
20:10.9,4516
20:40.9,4516
21:10.9,4516
21:40.9,4515
22:10.9,4516
22:40.9,4516
23:10.9,4516
23:40.9,4515
24:10.9,4515
24:40.9,4515
25:10.9,4515
25:40.9,4515
26:10.9,4514
26:40.9,4514
27:10.9,4511
27:40.9,4515
28:10.9,4512
28:40.9,4514
29:10.9,4508
29:40.9,4510
30:10.9,4516
30:40.9,4515
31:10.9,4515
31:40.9,4515
32:10.9,4516
32:40.9,4515
33:10.9,4516
33:40.9,4515
34:10.9,4515
34:40.9,4515
35:10.9,4515
35:40.9,4516
36:10.9,4516
36:40.9,4515
37:10.9,4515
37:40.9,4516
38:10.9,4515
38:40.9,4514
39:10.9,4514
39:40.9,4514
40:10.9,4515
40:40.9,4515
41:10.9,4514
41:40.9,4513
42:10.9,4516
42:40.9,4516
43:10.9,4516
43:40.9,4516
44:10.9,4516
44:40.9,4516
45:10.9,4516
45:40.9,4516
46:10.9,4516
46:40.9,4516
47:10.9,4516
47:40.9,4516
48:10.9,4516
48:40.9,4515
49:10.9,4515
49:40.9,4515
50:10.9,4515
50:40.9,4515
51:10.9,4515
51:40.9,4513
52:10.9,4513
52:40.9,4514
53:10.9,4514
53:40.9,4513
54:10.9,4513
54:40.9,4511
55:10.9,4515
55:40.9,4515
56:10.9,4514
56:40.9,4514
57:10.9,4515
57:40.9,4516
58:10.9,4515
58:40.9,4515
59:10.9,4515
59:40.9,4515
00:10.9,4515
00:40.9,4515
01:10.9,4515
01:40.9,4514
02:10.9,4514
02:40.9,4514
03:10.9,4514
03:40.9,4513
04:10.9,4513
04:40.9,4513
05:10.9,4513
05:40.9,4509
06:10.9,4513
06:40.9,4509
07:10.9,4511
07:40.9,4508
08:10.9,4507
08:40.9,4514
09:10.9,4515
09:40.9,4514
10:10.9,4514
10:40.9,4514
11:10.9,4514
11:40.9,4514
12:11.0,4514
12:40.9,4515
13:11.0,4514
13:40.9,4515
14:11.0,4514
14:40.9,4515
15:11.0,4515
15:40.9,4514
16:11.0,4514
16:40.9,4514
17:11.0,4513
17:40.9,4514
18:11.0,4512
18:40.9,4511
19:11.0,4513
19:40.9,4513
20:11.0,4513
20:40.9,4513
21:10.9,4514
21:41.0,4514
22:10.9,4514
22:41.0,4513
23:10.9,4513
23:41.0,4514
24:11.0,4513
24:41.0,4513
25:11.0,4513
25:41.0,4513
26:11.0,4512
26:41.0,4513
27:11.0,4512
27:41.0,4512
28:11.0,4512
28:41.0,4511
29:11.0,4511
29:41.0,4511
30:11.0,4513
30:41.0,4513
31:11.0,4513
31:41.0,4513
32:11.0,4513
32:41.0,4513
33:11.0,4513
33:41.0,4513
34:11.0,4513
34:41.0,4513
35:11.0,4512
35:41.0,4512
36:11.0,4512
36:41.0,4512
37:11.0,4512
37:41.0,4512
38:11.0,4512
38:41.0,4511
39:11.0,4507
39:41.0,4511
40:11.0,4508
40:41.0,4510
41:11.0,4506
41:41.0,4506
42:11.0,4512
42:41.0,4514
43:11.0,4512
43:41.0,4513
44:11.0,4512
44:41.0,4512
45:11.0,4513
45:41.0,4513
46:11.0,4513
46:41.0,4513
47:11.0,4513
47:41.0,4513
48:11.0,4513
48:41.0,4513
49:11.0,4512
49:41.0,4513
50:11.0,4513
50:41.0,4513
51:11.0,4512
51:41.0,4513
52:11.0,4512
52:41.0,4512
53:11.0,4512
53:41.0,4511
54:11.0,4511
54:41.0,4512
55:11.0,4512
55:41.0,4512
56:11.0,4512
56:41.0,4513
57:11.0,4512
57:41.0,4512
58:11.0,4512
58:41.0,4512
59:11.0,4512
59:41.0,4512
00:11.0,4513
00:41.0,4513
01:11.0,4513
01:41.0,4513
02:11.0,4513
02:41.0,4513
03:11.0,4512
03:41.0,4511
04:11.0,4512
04:41.0,4512
05:11.0,4511
05:41.0,4511
06:11.0,4510
06:41.0,4511
07:11.0,4511
07:41.0,4512
08:11.0,4512
08:41.0,4511
09:11.0,4512
09:41.0,4511
10:11.0,4511
10:41.0,4511
11:11.0,4511
11:41.0,4511
12:11.0,4511
12:41.0,4511
13:11.0,4511
13:41.0,4511
14:11.0,4511
14:41.0,4511
15:11.0,4510
15:41.0,4507
16:11.0,4510
16:41.0,4506
17:11.0,4508
17:41.0,4505
18:11.0,4504
18:41.0,4511
19:11.0,4510
19:41.0,4511
20:11.0,4511
20:41.0,4512
21:11.0,4512
21:41.1,4511
22:11.0,4511
22:41.1,4511
23:11.0,4511
23:41.1,4510
24:11.0,4510
24:41.1,4511
25:11.0,4510
25:41.1,4511
26:11.0,4510
26:41.1,4509
27:11.0,4509
27:41.1,4509
28:11.0,4509
28:41.1,4509
29:11.0,4508
29:41.1,4508
30:11.0,4511
30:41.1,4511
31:11.0,4511
31:41.1,4512
32:11.0,4511
32:41.1,4511
33:11.0,4511
33:41.1,4510
34:11.1,4511
34:41.1,4511
35:11.1,4511
35:41.1,4511
36:11.1,4510
36:41.1,4511
37:11.1,4510
37:41.1,4510
38:11.1,4510
38:41.1,4509
39:11.1,4510
39:41.1,4508
40:11.1,4508
40:41.1,4508
41:11.1,4507
41:41.1,4507
42:11.1,4510
42:41.1,4509
43:11.1,4508
43:41.1,4505
44:11.1,4505
44:41.1,4506
45:11.1,4506
45:41.1,4509
46:11.1,4509
46:41.1,4509
47:11.1,4509
47:41.1,4510
48:11.1,4509
48:41.1,4509
49:11.1,4509
49:41.1,4508
50:11.1,4510
50:41.1,4510
51:11.1,4506
51:41.1,4509
52:11.1,4507
52:41.1,4508
53:11.1,4506
53:41.1,4507
54:11.1,4500
54:41.1,4510
55:11.1,4510
55:41.1,4510
56:11.1,4510
56:41.1,4510
57:11.1,4510
57:41.1,4510
58:11.1,4510
58:41.1,4509
59:11.1,4510
59:41.1,4509
00:11.1,4509
00:41.1,4510
01:11.1,4509
01:41.1,4510
02:11.1,4509
02:41.1,4509
03:11.1,4508
03:41.1,4508
04:11.1,4508
04:41.1,4508
05:11.1,4508
05:41.1,4508
06:11.1,4509
06:41.1,4510
07:11.1,4509
07:41.1,4510
08:11.1,4510
08:41.1,4510
09:11.1,4510
09:41.1,4510
10:11.1,4510
10:41.1,4509
11:11.1,4510
11:41.1,4509
12:11.1,4509
12:41.1,4509
13:11.1,4509
13:41.1,4508
14:11.1,4508
14:41.1,4507
15:11.1,4508
15:41.1,4507
16:11.1,4506
16:41.1,4506
17:11.1,4506
17:41.1,4507
18:11.1,4508
18:41.1,4508
19:11.1,4508
19:41.1,4508
20:11.1,4508
20:41.2,4508
21:11.1,4508
21:41.1,4508
22:11.1,4508
22:41.2,4508
23:11.1,4508
23:41.1,4508
24:11.2,4508
24:41.1,4508
25:11.2,4509
25:41.1,4509
26:11.2,4508
26:41.1,4507
27:11.2,4507
27:41.1,4503
28:11.2,4506
28:41.1,4502
29:11.2,4501
29:41.1,4508
30:11.2,4507
30:41.1,4507
31:11.2,4507
31:41.1,4507
32:11.2,4508
32:41.2,4507
33:11.1,4507
33:41.2,4507
34:11.1,4507
34:41.2,4507
35:11.2,4508
35:41.1,4508
36:11.2,4508
36:41.1,4508
37:11.2,4508
37:41.2,4507
38:11.2,4507
38:41.2,4507
39:11.2,4507
39:41.2,4507
40:11.2,4506
40:41.2,4506
41:11.2,4508
41:41.2,4508
42:11.2,4508
42:41.2,4508
43:11.2,4508
43:41.2,4508
44:11.2,4508
44:41.2,4506
45:11.2,4507
45:41.2,4507
46:11.2,4507
46:41.2,4507
47:11.2,4507
47:41.2,4507
48:11.2,4506
48:41.2,4506
49:11.2,4506
49:41.2,4506
50:11.2,4507
50:41.2,4506
51:11.2,4506
51:41.2,4505
52:11.2,4505
52:41.2,4508
53:11.2,4507
53:41.2,4507
54:11.2,4507
54:41.2,4507
55:11.2,4507
55:41.2,4507
56:11.2,4507
56:41.2,4507
57:11.2,4507
57:41.2,4507
58:11.2,4506
58:41.2,4507
59:11.2,4507
59:41.2,4507
00:11.2,4507
00:41.2,4507
01:11.2,4506
01:41.2,4506
02:11.2,4503
02:41.2,4506
03:11.2,4502
03:41.2,4500
04:11.2,4507
04:41.2,4507
05:11.2,4507
05:41.2,4507
06:11.2,4506
06:41.2,4507
07:11.2,4507
07:41.2,4506
08:11.2,4506
08:41.2,4507
09:11.2,4506
09:41.2,4507
10:11.2,4507
10:41.2,4508
11:11.2,4507
11:41.2,4507
12:11.2,4507
12:41.2,4506
13:11.2,4506
13:41.2,4506
14:11.2,4505
14:41.2,4506
15:11.2,4505
15:41.2,4504
16:11.2,4507
16:41.2,4506
17:11.2,4506
17:41.2,4506
18:11.2,4506
18:41.2,4506
19:11.2,4506
19:41.2,4506
20:11.2,4506
20:41.2,4506
21:11.2,4506
21:41.2,4506
22:11.2,4505
22:41.2,4506
23:11.2,4505
23:41.2,4505
24:11.2,4505
24:41.2,4506
25:11.2,4505
25:41.2,4505
26:11.2,4505
26:41.2,4505
27:11.2,4505
27:41.2,4505
28:11.3,4504
28:41.2,4504
29:11.3,4505
29:41.2,4506
30:11.2,4506
30:41.2,4506
31:11.2,4506
31:41.2,4505
32:11.2,4505
32:41.2,4504
33:11.2,4504
33:41.2,4505
34:11.2,4505
34:41.2,4504
35:11.3,4505
35:41.2,4504
36:11.3,4505
36:41.2,4504
37:11.3,4503
37:41.2,4500
38:11.3,4503
38:41.2,4500
39:11.3,4503
39:41.2,4500
40:11.3,4502
40:41.2,4496
41:11.3,4504
41:41.2,4504
42:11.3,4504
42:41.2,4505
43:11.3,4504
43:41.2,4504
44:11.3,4504
44:13.4,4506
44:43.4,4505
45:13.4,4506
45:43.4,4506
46:13.4,4506
46:43.4,4506
47:13.4,4506
47:43.4,4505
48:13.4,4505
48:43.4,4505
49:13.4,4505
49:43.4,4504
50:13.4,4504
50:43.4,4504
51:13.4,4504
51:43.4,4503
52:13.4,4503
52:43.4,4503
53:13.4,4503
53:43.4,4503
54:13.4,4502
54:43.4,4501
55:13.4,4501
55:43.4,4504
56:13.4,4503
56:43.4,4504
57:13.4,4504
57:43.4,4503
58:13.4,4504
58:43.4,4503
59:13.4,4503
59:43.4,4502
00:13.4,4503
00:43.4,4504
01:13.4,4503
01:43.4,4503
02:13.4,4503
02:43.4,4502
03:13.4,4502
03:43.4,4502
04:13.4,4502
04:43.4,4501
05:13.4,4502
05:43.4,4499
06:13.4,4503
06:43.4,4503
07:13.4,4503
07:43.4,4503
08:13.4,4503
08:43.4,4503
09:13.4,4502
09:43.4,4503
10:13.4,4503
10:43.4,4503
11:13.4,4503
11:43.4,4504
12:13.4,4503
12:43.4,4503
13:13.4,4503
13:43.4,4502
14:13.4,4499
14:43.4,4501
15:13.4,4499
15:43.4,4498
16:13.4,4496
16:43.4,4504
17:13.4,4504
17:43.4,4504
18:13.4,4504
18:43.4,4504
19:13.4,4504
19:43.4,4504
20:13.4,4504
20:43.4,4504
21:13.4,4504
21:43.4,4503
22:13.5,4504
22:43.4,4503
23:13.4,4504
23:43.4,4504
24:13.4,4503
24:43.4,4503
25:13.4,4503
25:43.4,4502
26:13.4,4503
26:43.4,4502
27:13.5,4501
27:43.4,4501
28:13.5,4501
28:43.4,4501
29:13.4,4503
29:43.4,4503
30:13.5,4503
30:43.4,4502
31:13.5,4503
31:43.4,4503
32:13.5,4502
32:43.4,4503
33:13.5,4502
33:43.4,4502
34:13.5,4502
34:43.4,4503
35:13.5,4504
35:43.4,4503
36:13.5,4503
36:43.4,4502
37:13.5,4502
37:43.4,4501
38:13.5,4501
38:43.5,4501
39:13.5,4501
39:43.5,4500
40:13.5,4502
40:43.5,4502
41:13.5,4502
41:43.5,4502
42:13.5,4502
42:43.5,4502
43:13.5,4502
43:43.5,4501
44:13.5,4502
44:43.5,4502
45:13.5,4501
45:43.5,4502
46:13.5,4501
46:43.5,4501
47:13.5,4501
47:43.5,4498
48:13.5,4500
48:43.5,4498
49:13.5,4500
49:43.5,4497
50:13.5,4500
50:43.5,4493
51:13.5,4497
51:43.5,4502
52:13.5,4502
52:43.5,4502
53:13.5,4503
53:43.5,4502
54:13.5,4502
54:43.5,4502
55:13.5,4502
55:43.5,4502
56:13.5,4501
56:43.5,4502
57:13.5,4501
57:43.5,4501
58:13.5,4501
58:43.5,4501
59:13.5,4501
59:43.5,4500
00:13.5,4501
00:43.5,4502
01:13.5,4501
01:43.5,4501
02:13.5,4501
02:43.5,4500
03:13.5,4499
03:43.5,4499
04:13.5,4501
04:43.5,4501
05:13.5,4502
05:43.5,4502
06:13.5,4501
06:43.5,4502
07:13.5,4501
07:43.5,4503
08:13.5,4502
08:43.5,4502
09:13.5,4502
09:43.5,4502
10:13.5,4502
10:43.5,4502
11:13.5,4502
11:43.5,4501
12:13.5,4503
12:43.5,4500
13:13.5,4500
13:43.5,4500
14:13.5,4499
14:43.5,4499
15:13.5,4498
15:43.5,4501
16:13.5,4501
16:43.5,4501
17:13.5,4501
17:43.5,4501
18:13.5,4501
18:43.5,4500
19:13.5,4501
19:43.5,4501
20:13.5,4501
20:43.5,4501
21:13.5,4501
21:43.5,4501
22:13.5,4501
22:43.5,4501
23:13.5,4500
23:43.5,4499
24:13.5,4497
24:43.5,4500
25:13.5,4496
25:43.5,4499
26:13.5,4495
26:43.5,4500
27:13.5,4500
27:43.5,4500
28:13.5,4500
28:43.6,4500
29:13.5,4500
29:43.5,4500
30:13.5,4500
30:43.6,4500
31:13.5,4500
31:43.5,4500
32:13.5,4500
32:43.6,4501
33:13.5,4500
33:43.6,4500
34:13.5,4500
34:43.6,4499
35:13.5,4499
35:43.6,4500
36:13.5,4499
36:43.6,4498
37:13.5,4499
37:43.6,4499
38:13.5,4500
38:43.6,4501
39:13.5,4501
39:43.6,4500
40:13.5,4500
40:43.6,4500
41:13.6,4500
41:43.5,4500
42:13.6,4499
42:43.5,4499
43:13.6,4499
43:43.5,4499
44:13.6,4499
44:43.5,4499
45:13.6,4500
45:43.5,4498
46:13.6,4498
46:43.6,4498
47:13.6,4497
47:43.6,4497
48:13.6,4497
48:43.6,4499
49:13.6,4498
49:43.6,4498
50:13.6,4499
50:43.6,4499
51:13.6,4499
51:43.6,4499
52:13.6,4499
52:43.6,4499
53:13.6,4499
53:43.6,4499
54:13.6,4499
54:43.6,4499
55:13.6,4499
55:43.6,4499
56:13.6,4499
56:43.6,4498
57:13.6,4498
57:43.6,4495
58:13.6,4498
58:43.6,4495
59:13.6,4497
59:43.6,4493
00:13.6,4491
00:43.6,4498
01:13.6,4498
01:43.6,4498
02:13.6,4498
02:43.6,4498
03:13.6,4498
03:43.6,4498
04:13.6,4498
04:43.6,4499
05:13.6,4498
05:43.6,4498
06:13.6,4498
06:43.6,4498
07:13.6,4497
07:43.6,4497
08:13.6,4497
08:43.6,4497
09:13.6,4496
09:43.6,4496
10:13.6,4498
10:43.6,4498
11:13.6,4497
11:43.6,4497
12:13.6,4496
12:43.6,4499
13:13.6,4499
13:43.6,4499
14:13.6,4499
14:43.6,4499
15:13.6,4499
15:43.6,4499
16:13.6,4500
16:43.6,4499
17:13.6,4499
17:43.6,4499
18:13.6,4498
18:43.6,4498
19:13.6,4498
19:43.6,4498
20:13.6,4498
20:43.6,4497
21:13.6,4498
21:43.6,4497
22:13.6,4497
22:43.6,4498
23:13.6,4496
23:43.6,4496
24:13.6,4496
24:43.6,4497
25:13.6,4497
25:43.6,4498
26:13.6,4497
26:43.6,4498
27:13.6,4498
27:43.6,4497
28:13.6,4498
28:43.6,4498
29:13.6,4498
29:43.6,4497
30:13.6,4498
30:43.6,4497
31:13.6,4496
31:43.6,4496
32:13.6,4495
32:43.6,4496
33:13.6,4493
33:43.6,4496
34:13.6,4493
34:43.6,4494
35:13.6,4488
35:43.6,4498
36:13.6,4497
36:43.6,4497
37:13.6,4497
37:43.6,4498
38:13.6,4498
38:43.6,4497
39:13.6,4497
39:43.6,4497
40:13.6,4497
40:43.7,4497
41:13.6,4497
41:43.7,4497
42:13.6,4496
42:43.7,4497
43:13.6,4497
43:43.7,4497
44:13.6,4496
44:43.7,4496
45:13.6,4496
45:43.6,4496
46:13.6,4495
46:43.7,4495
47:13.6,4494
47:43.7,4497
48:13.6,4497
48:43.7,4496
49:13.6,4497
49:43.7,4496
50:13.6,4496
50:43.7,4496
51:13.6,4496
51:43.7,4496
52:13.6,4496
52:43.7,4496
53:13.6,4496
53:43.7,4496
54:13.7,4496
54:43.7,4496
55:13.7,4496
55:43.7,4495
56:13.7,4495
56:43.7,4495
57:13.7,4495
57:43.7,4494
58:13.7,4494
58:43.7,4496
59:13.7,4496
59:43.7,4495
00:13.7,4497
00:43.7,4496
01:13.7,4496
01:43.7,4496
02:13.7,4497
02:43.7,4496
03:13.7,4496
03:43.7,4496
04:13.7,4495
04:43.7,4495
05:13.7,4495
05:43.7,4494
06:13.7,4494
06:43.7,4491
07:13.7,4494
07:43.7,4491
08:13.7,4493
08:43.7,4486
09:13.7,4489
09:43.7,4495
10:13.7,4495
10:43.7,4496
11:13.7,4495
11:43.7,4495
12:13.7,4495
12:43.7,4495
13:13.7,4495
13:43.7,4495
14:13.7,4495
14:43.7,4495
15:13.7,4496
15:43.7,4496
16:13.7,4497
16:43.7,4496
17:13.7,4496
17:43.7,4497
18:13.7,4496
18:43.7,4495
19:13.7,4495
19:43.7,4495
20:13.7,4495
20:43.7,4494
21:13.7,4494
21:43.7,4496
22:13.7,4496
22:43.7,4496
23:13.7,4496
23:43.7,4495
24:13.7,4495
24:43.7,4495
25:13.7,4495
25:43.7,4495
26:13.7,4495
26:43.7,4495
27:13.7,4495
27:43.7,4495
28:13.7,4495
28:43.7,4495
29:13.7,4495
29:43.7,4495
30:13.7,4495
30:43.7,4495
31:13.7,4495
31:43.7,4494
32:13.7,4495
32:43.7,4494
33:13.7,4493
33:43.7,4495
34:13.7,4495
34:43.7,4495
35:13.7,4495
35:43.7,4494
36:13.7,4494
36:43.7,4494
37:13.7,4494
37:43.7,4494
38:13.7,4494
38:43.7,4494
39:13.7,4494
39:43.7,4494
40:13.7,4494
40:43.7,4493
41:13.7,4493
